transaction_id,customer_id,province,age_group,account_type,merchant,category,amount,currency,status,txn_date,txn_month,txn_year
04ed7606-eb39-4ba3-b97b-ccf120d75213,9b321239-2846-472e-aba1-f224c68a9f34,AB,55+,savings,Spotify,entertainment,167.92,CAD,pending,2025-12-23,2025-12,2025
0c6e8709-dd17-41a3-bba6-77e2e922496e,18f7ca42-0289-488d-9cfa-bd17654b380d,BC,18-25,chequing,Interac e-Transfer,transfers,1908.1,CAD,completed,2025-06-02,2025-06,2025
54182b49-d8a3-4202-90d0-982dc23bc147,de75abaf-5aeb-4e00-ac2a-1f08c60d77d3,BC,26-35,premium,H&M,shopping,684.96,CAD,pending,2025-10-07,2025-10,2025
133cd85a-fff9-4483-b5cf-bd02372dd845,0f7c92a2-99d7-4b36-9b66-c5d7d751fbc4,ON,36-45,savings,Steam,entertainment,101.74,CAD,completed,2025-09-06,2025-09,2025
5ca2a5ee-5556-4fc6-bbd2-9119f07eb2bb,059963c8-f911-4d85-8c09-a2714fe744b9,BC,55+,chequing,H&M,shopping,278.86,CAD,failed,2025-03-26,2025-03,2025
1803ca28-48c5-4573-b710-5f5d030a7ff6,96369baa-9f97-450e-9acd-28ab0be06aaf,AB,46-55,chequing,Petro-Canada,transport,78.51,CAD,completed,2025-07-21,2025-07,2025
cb8b2ebc-def1-410e-99f8-cbc004f275db,84454e20-449b-4e9a-be98-c194fc30b1a7,QC,55+,premium,Interac e-Transfer,transfers,3318.37,CAD,failed,2025-08-08,2025-08,2025
e4336ade-44c2-4863-9688-0422f8f63b37,ef6c9ddb-ef07-4f39-b4fd-6414c69d5643,QC,36-45,chequing,Airbnb,travel,404.37,CAD,completed,2025-06-17,2025-06,2025
23ff502d-8df8-4527-b71d-7b41a60b83d1,3c713fce-07a1-4487-9c06-36a4a81ae4c1,BC,36-45,premium,Expedia,travel,687.35,CAD,completed,2025-08-04,2025-08,2025
1cd321a4-755b-4d95-b742-13de227255c9,c3a1c73f-5865-44bb-b387-23fb5475cb25,BC,46-55,chequing,Loblaws,groceries,146.39,CAD,completed,2025-06-29,2025-06,2025
8ae5b458-0b2c-49f7-8b32-55cee2739492,bc7ccee2-d01b-4311-b459-c0908099394a,MB,55+,chequing,Walmart,groceries,236.56,CAD,completed,2025-05-07,2025-05,2025
502bb420-bba8-47d8-b8bc-a565b1add3aa,8d5806e0-5d7d-4dcd-a6c4-1d2d32fd210d,MB,36-45,premium,McDonald's,food_and_drink,76.45,CAD,completed,2025-08-31,2025-08,2025
46f4af7c-d163-40ac-8755-8d051d8b65a1,05b02bc4-2a89-4739-be5e-1f161ad8301d,AB,18-25,premium,Costco,groceries,173.55,CAD,completed,2025-12-25,2025-12,2025
a8b88338-b777-42fa-a8ce-844a9abc698b,02d2eb7f-dff7-4da7-a12d-dee417b0669c,MB,26-35,chequing,Shoppers Drug Mart,healthcare,100.54,CAD,completed,2025-06-09,2025-06,2025
6d3c101f-fba9-469f-bc4b-e90a61600d35,e9524e6f-1f77-4dda-96d0-4008572b8eb1,SK,18-25,premium,Wise,transfers,138.14,CAD,pending,2025-12-13,2025-12,2025
29ba4f96-ad9f-44cd-bc06-1c2fa269bbdf,e2f11f4a-0670-4bf4-b691-ec7de79b6b2c,BC,26-35,chequing,Best Buy,shopping,754.05,CAD,completed,2025-10-31,2025-10,2025
78e7acd9-cf5f-4561-8a34-d6691e80513b,29ba8bb2-8397-4751-bb8c-019417d043c3,SK,18-25,premium,Steam,entertainment,27.57,CAD,failed,2025-11-04,2025-11,2025
347716e9-ccff-480e-a5ad-bb668edf0195,edc8db3d-668a-4b9b-a28f-ab0c5fa8284b,QC,46-55,savings,Wise,transfers,3915.35,CAD,pending,2025-08-08,2025-08,2025
2be70cbd-d0c2-439c-9ab9-4b38155484c7,02153563-77d9-4543-bc5b-48f720772fee,MB,55+,chequing,Pharmasave,healthcare,53.1,CAD,completed,2025-08-04,2025-08,2025
d593839e-f371-43f1-b6ea-50f5d2f2cdb1,2f739e0b-3c24-4d9f-80e4-297bb1f180b3,ON,36-45,chequing,Safeway,groceries,135.72,CAD,failed,2025-08-24,2025-08,2025
44b51740-2d38-4b27-ba9c-89ab4185c06b,1fdc99f0-1a39-4855-bcf9-4e0fafbfea8f,SK,46-55,premium,Petro-Canada,transport,36.25,CAD,failed,2025-05-19,2025-05,2025
ca779ca3-920e-4d38-bd9c-7b48eee21366,7ba00e86-8e2f-4415-bbc5-0691f2215f57,BC,46-55,chequing,AWS,subscriptions,39.86,CAD,completed,2025-10-31,2025-10,2025
819e61c3-106f-4bd9-95aa-51baeaf0b663,a277977d-f854-4163-8f45-d17932e6f6a7,MB,46-55,chequing,Shoppers Drug Mart,healthcare,428.82,CAD,completed,2025-08-19,2025-08,2025
01d59f23-461b-4ab3-8ffe-d44b70da866c,bcc85f73-3ef7-4f0f-ab1b-019d02457fe9,AB,26-35,chequing,Expedia,travel,1161.21,CAD,completed,2025-01-15,2025-01,2025
abfb4c3e-37b5-495f-835e-a1626a1ecd1d,bf54d632-32c1-41eb-8563-d9823293f8de,ON,36-45,savings,London Drugs,healthcare,107.28,CAD,completed,2025-05-13,2025-05,2025
4c0a42f3-fb40-42c4-9069-24168b6dd5ee,e61a16ae-4110-40ba-a4dc-9d7fb2b19ac1,SK,18-25,premium,Shaw,utilities,223.67,CAD,pending,2025-01-06,2025-01,2025
1dec3233-da17-4827-917d-8583405fea7d,bd35bb37-ecc7-470f-8fb3-5fe217651686,AB,18-25,chequing,Spotify,entertainment,24.44,CAD,completed,2025-10-12,2025-10,2025
be6da34b-654c-406e-841b-a134b988aeb9,40dcbca1-ecba-4b56-85e8-efb423ecc423,ON,18-25,chequing,Spotify,entertainment,140.6,CAD,completed,2025-01-09,2025-01,2025
b3fd204c-7e06-40a5-9b7a-28b6369531f9,dbac4f9d-5c48-4082-89b6-096a5384383b,QC,36-45,savings,Telus,utilities,78.75,CAD,completed,2025-12-06,2025-12,2025
080f64f8-63ed-46c4-b624-5912aa2ee067,d393ded6-5234-40dc-a8b4-6a5980637e66,AB,18-25,savings,Pharmasave,healthcare,247.17,CAD,completed,2025-10-09,2025-10,2025
2ae933f3-f7d3-4aeb-aca8-78f1b7bed8b5,93d2e797-e4a9-495a-bcb7-c3292d920da3,ON,18-25,chequing,Pharmasave,healthcare,357.37,CAD,completed,2025-05-09,2025-05,2025
cac631ff-f13c-439e-ad24-72bb1cea5842,2e2bf9d2-40cf-4ffe-97cd-3561059d444c,MB,55+,chequing,Safeway,groceries,219.17,CAD,completed,2025-10-02,2025-10,2025
9c6f427f-7d1f-4bd7-9138-986a995deec3,1e2dad73-c373-408c-a4d5-1fbc6660d2d8,ON,46-55,premium,Esso,transport,17.34,CAD,completed,2025-10-29,2025-10,2025
febc90e3-09e0-4feb-9424-ad7edcc365d0,40dcbca1-ecba-4b56-85e8-efb423ecc423,ON,18-25,chequing,Adobe,subscriptions,31.86,CAD,completed,2025-06-01,2025-06,2025
4f0c02d2-a1d8-422e-8a1d-4413dec9841f,bc39dee5-8637-4bbc-a45f-849781c2fc59,ON,36-45,chequing,Shoppers Drug Mart,healthcare,106.13,CAD,failed,2025-10-01,2025-10,2025
da1e9652-8b9d-42a5-a1db-049d2ed8d8ef,916abbdb-86b9-41e3-b004-a22a3754ceb7,SK,36-45,chequing,BC Hydro,utilities,40.01,CAD,pending,2025-05-30,2025-05,2025
e975fdbb-b5a3-4475-9037-cb4a867af18a,b075c24c-c7f1-4734-a1b5-01fc31c51946,SK,46-55,savings,Esso,transport,51.93,CAD,completed,2025-01-07,2025-01,2025
634b181d-828a-4532-bba8-3b4193802447,8345d069-b144-40d6-99c9-12bf32ff00e9,MB,26-35,savings,Fortis BC,utilities,133.27,CAD,completed,2025-04-05,2025-04,2025
48ed7db8-d99c-470f-8d0c-aa490c22330f,c0e40fc4-1e81-4b6e-a856-852b0e781be7,AB,18-25,chequing,Fortis BC,utilities,237.03,CAD,completed,2025-02-03,2025-02,2025
e98ff447-8d27-4f99-ab1c-4cd7420a4c1f,894abcc4-a970-4754-8a27-d8b205b3b951,SK,55+,premium,Air Canada,travel,194.46,CAD,completed,2025-03-18,2025-03,2025
c560ffba-e3f0-458c-bdb0-936dd075c2f7,3ecaf59c-bd10-4622-bd96-eeb9b30b05cf,SK,26-35,premium,Telus,utilities,48.74,CAD,completed,2025-10-13,2025-10,2025
179dbbc5-aeb3-408d-8696-5b7b7095aeb6,1e2dad73-c373-408c-a4d5-1fbc6660d2d8,ON,46-55,premium,Sport Chek,shopping,490.96,CAD,completed,2025-09-25,2025-09,2025
b2583e65-4a85-435b-a754-43c0d4eb195b,ba7605c2-4dbd-4d0a-8999-bf70bb94f15f,QC,46-55,savings,Airbnb,travel,1821.58,CAD,pending,2025-08-08,2025-08,2025
6b817406-154b-42bc-bd12-018f87c1e060,a8db1221-682c-4150-97a1-3aa62b62932f,BC,18-25,savings,Interac e-Transfer,transfers,3108.93,CAD,completed,2025-11-17,2025-11,2025
cb4d62e8-0470-4993-9956-08a6ebdd2d04,3c713fce-07a1-4487-9c06-36a4a81ae4c1,BC,36-45,premium,Telus,utilities,175.29,CAD,completed,2025-03-30,2025-03,2025
d23d7174-a946-4e36-845c-4f6f86d72d38,c544201c-38a1-414e-9988-30e119307718,SK,46-55,premium,Save-On-Foods,groceries,55.39,CAD,completed,2025-12-19,2025-12,2025
f0a1f36f-2c44-4b91-965a-55af15021c03,085d55fb-d7b8-46cc-bdea-9f5c93d009e4,ON,26-35,chequing,WestJet,travel,617.96,CAD,completed,2025-12-28,2025-12,2025
9bccca27-fb33-487f-9b65-6e1fe52280b4,6882881c-47af-437c-9cb7-1b9d053ad55a,MB,46-55,chequing,WestJet,travel,188.8,CAD,completed,2025-11-17,2025-11,2025
727ed276-6798-4b18-ae66-d11de5e557ca,0cb19d48-7113-40d3-932e-7cb89fb68c8d,BC,36-45,premium,Apple TV,entertainment,89.63,CAD,completed,2025-11-28,2025-11,2025
90250855-b98c-4bda-9fe8-db1668b87049,e53ec773-85bf-4327-99a3-4d7dc3addff6,QC,26-35,savings,BC Hydro,utilities,211.86,CAD,completed,2025-03-26,2025-03,2025
a7e4819e-afc2-46df-b4d9-27199a7842e6,a8db1221-682c-4150-97a1-3aa62b62932f,BC,18-25,savings,Wise,transfers,3747.3,CAD,completed,2025-03-05,2025-03,2025
2168db71-b14f-4181-aaab-71b53ca51605,96369baa-9f97-450e-9acd-28ab0be06aaf,AB,46-55,chequing,Shaw,utilities,183.94,CAD,pending,2025-10-04,2025-10,2025
1bee3807-f631-4983-a782-8d5914d36a48,bf54d632-32c1-41eb-8563-d9823293f8de,ON,36-45,savings,Air Canada,travel,206.86,CAD,completed,2025-06-15,2025-06,2025
f60b832d-a229-4dfd-a44b-3413229191f5,0f7c92a2-99d7-4b36-9b66-c5d7d751fbc4,ON,36-45,savings,Telus,utilities,35.69,CAD,failed,2025-10-22,2025-10,2025
758b0dc7-2499-4c93-afa5-402234e733a1,0cb19d48-7113-40d3-932e-7cb89fb68c8d,BC,36-45,premium,Starbucks,food_and_drink,119.95,CAD,pending,2025-01-21,2025-01,2025
88c57bd0-734b-4035-80df-4343644ed80e,1e2dad73-c373-408c-a4d5-1fbc6660d2d8,ON,46-55,premium,Esso,transport,38.96,CAD,completed,2025-04-03,2025-04,2025
f896b660-bbda-4689-ba4c-cc68b0a1a3bd,8f54f674-a76e-45d6-970d-94cf999cb42d,ON,26-35,premium,H&M,shopping,513.31,CAD,completed,2025-08-29,2025-08,2025
ff852365-fee7-4ea5-b4be-c02eeea615c1,9ec50e46-0bee-4f03-ac7d-d985f341418a,QC,36-45,chequing,Amazon,shopping,276.65,CAD,completed,2025-06-18,2025-06,2025
10e59ffb-d8c0-4ae1-a166-e77a7433b46b,ee8cd6f4-393a-45df-befd-bad1821745dd,BC,55+,premium,Expedia,travel,612.02,CAD,pending,2025-01-19,2025-01,2025
0f82b5ad-04ca-4bf9-81b5-6ba96c4b74ac,76223920-8303-43d7-af11-a07731d399c3,SK,55+,premium,Safeway,groceries,101.21,CAD,completed,2025-07-26,2025-07,2025
178a01fc-aa14-4137-a83f-c830efb437d9,ef9a1ab7-7c93-469d-aac9-02f093a6954c,SK,18-25,chequing,A&W,food_and_drink,80.63,CAD,completed,2025-07-31,2025-07,2025
85ef2569-efba-42a7-8a56-a6771588eff5,c0e40fc4-1e81-4b6e-a856-852b0e781be7,AB,18-25,chequing,Apple TV,entertainment,107.54,CAD,completed,2025-11-17,2025-11,2025
d576a67b-3a8d-48af-af84-750350575f53,395603fd-a497-4562-be2f-f0eeecab4e7b,BC,55+,chequing,A&W,food_and_drink,28.41,CAD,completed,2025-05-28,2025-05,2025
141c71bd-9e41-4c9b-aec4-53baa7231b63,da73f310-e279-46b7-98b5-d4195b2ced39,SK,26-35,savings,Booking.com,travel,286.78,CAD,completed,2025-12-30,2025-12,2025
928bbf13-64f5-4e2f-82b5-5f983174d8c2,df08971b-7795-4337-a72d-aa28fb665b4b,MB,55+,savings,City of Victoria,utilities,151.18,CAD,completed,2025-02-17,2025-02,2025
af069943-abc9-4a1c-b442-1d7b1bc5a50c,bc7ccee2-d01b-4311-b459-c0908099394a,MB,55+,chequing,Walmart,groceries,143.82,CAD,failed,2025-03-20,2025-03,2025
3979488b-d674-4c68-919e-dbd939f8e19b,f7905b4e-bba1-4c4d-af59-282a25f41be8,ON,46-55,premium,Shaw,utilities,141.95,CAD,completed,2025-09-05,2025-09,2025
22f27185-84f3-4857-834c-75f10d2c3c1f,45dc5ee4-5d11-449c-9583-178c38689bf3,SK,36-45,savings,Cineplex,entertainment,95.7,CAD,completed,2025-04-08,2025-04,2025
38fa5e0b-8da8-4476-ad93-0e71e30435eb,191992d3-ad82-4f43-b230-4a5a7e03b592,ON,46-55,chequing,Microsoft 365,subscriptions,38.58,CAD,completed,2025-05-22,2025-05,2025
d5d799a6-1099-47b7-874f-46c178dbd9f2,75c3e605-c00f-48fd-9269-8d08fac1713c,SK,55+,chequing,Sport Chek,shopping,281.8,CAD,completed,2025-01-02,2025-01,2025
93f1227c-433e-41cb-a60f-32e7a50f2f8c,6882881c-47af-437c-9cb7-1b9d053ad55a,MB,46-55,chequing,City of Victoria,utilities,214.24,CAD,failed,2025-09-08,2025-09,2025
06df4a52-1705-4089-a33f-866c519da537,e53ec773-85bf-4327-99a3-4d7dc3addff6,QC,26-35,savings,Airbnb,travel,1100.23,CAD,completed,2025-10-10,2025-10,2025
4ef11f67-8dc2-4b4d-a320-ac822fac326a,1e2dad73-c373-408c-a4d5-1fbc6660d2d8,ON,46-55,premium,GitHub,subscriptions,21.97,CAD,completed,2025-12-24,2025-12,2025
8baece01-b22e-4d9b-8584-63271fe2ef94,5a469f20-9d55-46bb-9b01-c90299f3b332,BC,18-25,savings,RBC Transfer,transfers,1921.02,CAD,completed,2025-06-12,2025-06,2025
6b9f459c-8af8-4845-b631-8abea26db55a,b5bd24b7-d604-4d80-8850-ca9571d7107b,BC,36-45,premium,Expedia,travel,1425.19,CAD,completed,2025-12-06,2025-12,2025
5be16805-f7d1-4301-8132-2f20b537fe4f,956e3d1b-45da-4468-a453-cb32a40667f0,MB,36-45,chequing,BC Transit,transport,40.89,CAD,completed,2025-09-15,2025-09,2025
93bfc4f8-7d92-4d26-b9f1-769ba78ed3f7,84454e20-449b-4e9a-be98-c194fc30b1a7,QC,55+,premium,LifeLabs,healthcare,437.46,CAD,completed,2025-09-27,2025-09,2025
75035f3d-1bf6-4838-91d9-f362cffc07a4,76223920-8303-43d7-af11-a07731d399c3,SK,55+,premium,Subway,food_and_drink,88.08,CAD,failed,2025-03-21,2025-03,2025
72bc34f1-a7ef-4109-902d-229a2eee5e89,6c0e2164-1811-416f-9c41-a48eb61aac50,MB,36-45,premium,Airbnb,travel,1573.97,CAD,completed,2025-11-16,2025-11,2025
9fd08097-904c-43f0-90e8-09565a280367,03b5c2e7-9a4a-4950-b4e6-42b8659c8aa8,AB,55+,savings,IKEA,shopping,525.12,CAD,failed,2025-10-01,2025-10,2025
cab17a3b-2c27-46d8-9cf9-e32291f91eef,ba7605c2-4dbd-4d0a-8999-bf70bb94f15f,QC,46-55,savings,LifeLabs,healthcare,320.86,CAD,pending,2025-01-19,2025-01,2025
67c6f130-3f14-4af4-a676-136f131d8479,9b1b5d14-11fa-4dd9-95cb-21cc1970a5e0,ON,46-55,savings,Safeway,groceries,78.08,CAD,completed,2025-02-16,2025-02,2025
6d3905a0-d5ac-48ef-85f8-0600a1a9b3b5,0fa82a1c-b5c0-4e53-8881-42df796b12b0,BC,55+,chequing,Walmart,groceries,230.51,CAD,completed,2025-03-27,2025-03,2025
951e032c-dd81-4694-a896-33a6290314d9,03b5c2e7-9a4a-4950-b4e6-42b8659c8aa8,AB,55+,savings,BC Hydro,utilities,228.75,CAD,completed,2025-01-29,2025-01,2025
7cede0bc-d353-41b8-9e29-e393cda37a95,083834b1-48f1-42d8-b697-dcd854700462,MB,26-35,premium,London Drugs,healthcare,199.92,CAD,completed,2025-09-29,2025-09,2025
44073c25-fb02-4932-88f7-eab07b85f45a,ee8cd6f4-393a-45df-befd-bad1821745dd,BC,55+,premium,PayPal,transfers,3412.18,CAD,completed,2025-03-31,2025-03,2025
fedcdd11-1d4a-463b-b766-f23aba144fc6,1b2ea7ef-3e6b-4805-8a18-cadcedbcc67a,ON,18-25,chequing,PayPal,transfers,4355.49,CAD,completed,2025-10-26,2025-10,2025
79a6962a-67a4-4c8a-905a-74af0da1edc1,89c0191b-e25b-4330-b825-1d0c00efbeb7,AB,26-35,premium,Steam,entertainment,96.54,CAD,completed,2025-05-11,2025-05,2025
a314d853-9f30-4829-a8b2-633cff27f85d,638eeddc-8633-49f3-9a30-9238df4b32fc,QC,55+,chequing,Subway,food_and_drink,108.37,CAD,completed,2025-12-13,2025-12,2025
43271646-d1f1-4c79-a123-c2c70173e301,84b213c9-8e6a-4a58-8cbe-efeef43a1190,BC,18-25,savings,Lyft,transport,8.22,CAD,pending,2025-06-03,2025-06,2025
0c3c07a1-dbce-471a-a7db-26028f9140d2,7770092b-02f1-400d-8469-271c483c1041,MB,46-55,premium,H&M,shopping,556.9,CAD,completed,2025-04-12,2025-04,2025
26246fc5-a859-4871-953c-cb23140ad46b,98151363-a742-4b48-89c6-83b31410352d,ON,46-55,chequing,Expedia,travel,257.97,CAD,pending,2025-07-03,2025-07,2025
d15d9d20-0059-43de-84d7-7cb07abe5dc4,064e03d5-98a1-48d0-b1c5-7dbb0a887223,ON,18-25,savings,Shaw,utilities,248.39,CAD,completed,2025-12-04,2025-12,2025
4c742153-0087-42bf-9bdf-479caf23638b,cf29d931-a050-49ef-8ac8-5fd4f4de979a,AB,46-55,premium,BC Hydro,utilities,31.78,CAD,pending,2025-09-12,2025-09,2025
ade25c64-10e5-4b2b-a2fe-534837a52b83,3b4e5f35-197b-40ae-a4d8-352568877b38,ON,26-35,chequing,Steam,entertainment,124.56,CAD,completed,2025-11-22,2025-11,2025
f07634dc-1ac1-4cf0-bc29-b322b528fb50,58155ba9-ec17-4ab8-9a6c-71d2edaeb7e8,MB,46-55,premium,PayPal,transfers,1260.63,CAD,failed,2025-02-19,2025-02,2025
41aebc1a-0060-41ee-8922-9f4f36b4a404,c60f8064-321b-4885-b310-b1d5c7af766b,BC,26-35,savings,Subway,food_and_drink,40.53,CAD,completed,2025-10-24,2025-10,2025
20057e13-b7ba-4dd5-916a-69a0ca883718,ba813a0a-11d1-4c43-85a9-485a785e677e,QC,26-35,chequing,Lyft,transport,9.49,CAD,completed,2025-08-01,2025-08,2025
bb06a4ab-a451-42ab-a068-28260eba7f9a,2d219001-dc2a-4041-82bf-29117c1ef09d,QC,18-25,chequing,Apple TV,entertainment,33.37,CAD,completed,2025-09-29,2025-09,2025
411c7f79-2832-453e-ab08-8ce7e6e05fb6,54bd7fd6-b3a2-46d7-95b9-06bb75e73f26,SK,36-45,premium,Shaw,utilities,212.7,CAD,completed,2025-06-01,2025-06,2025
a1a35a2f-d2e4-4f22-804d-416dcf09e04e,d2edc2b9-c488-4444-a512-6564e9ecc114,SK,55+,savings,LifeLabs,healthcare,406.03,CAD,completed,2025-03-14,2025-03,2025
74c23bcd-8459-4956-84b3-26d644efd35f,4e86ec81-4e20-486a-8fcc-4377e23e302b,AB,26-35,chequing,Spotify,entertainment,173.15,CAD,pending,2025-07-07,2025-07,2025
3e445b07-7d27-479e-8a31-a27e881fae2b,dbac4f9d-5c48-4082-89b6-096a5384383b,QC,36-45,savings,Sport Chek,shopping,25.93,CAD,completed,2025-08-21,2025-08,2025
68884a91-74c8-4bf5-b6d3-1fc0ae0ee1be,454fa7be-361e-4bac-92b7-3bc003b25ac2,QC,55+,chequing,Shaw,utilities,158.6,CAD,completed,2025-12-12,2025-12,2025
fcec140f-bdbc-4f02-a911-f79e951889cc,2e2bf9d2-40cf-4ffe-97cd-3561059d444c,MB,55+,chequing,Booking.com,travel,98.8,CAD,completed,2025-11-09,2025-11,2025
c02d451d-60f0-4d75-a392-d6918eb23a1d,b7f6c7ed-e310-4e91-9dd8-5c7150bc8aa2,SK,36-45,premium,Save-On-Foods,groceries,194.27,CAD,failed,2025-06-04,2025-06,2025
05aa34eb-309c-43cf-b578-730eb2b5dec8,956e3d1b-45da-4468-a453-cb32a40667f0,MB,36-45,chequing,Amazon,shopping,106.59,CAD,completed,2025-06-05,2025-06,2025
4cc674d9-7fe2-49ed-a344-4c122f7df031,bf54d632-32c1-41eb-8563-d9823293f8de,ON,36-45,savings,Loblaws,groceries,38.19,CAD,completed,2025-07-18,2025-07,2025
659a735a-20ae-45d9-b4ed-cfa1fe16475b,76223920-8303-43d7-af11-a07731d399c3,SK,55+,premium,LifeLabs,healthcare,341.83,CAD,pending,2025-03-21,2025-03,2025
a2950092-7440-4983-92ba-05ab903081f7,95e610f9-ceee-4e29-b9ad-08909c646024,MB,18-25,premium,Loblaws,groceries,251.77,CAD,completed,2025-05-24,2025-05,2025
1859f234-23bd-49d0-8203-56e243daa8f9,9f0d5a05-4030-489a-b2d5-376884ed70d2,SK,55+,savings,LifeLabs,healthcare,124.29,CAD,completed,2025-07-05,2025-07,2025
96a9116b-68ae-4425-8680-199685309727,40db3c34-6bc2-44dc-9417-28d1b0e81089,AB,36-45,chequing,Pharmasave,healthcare,281.34,CAD,completed,2025-07-23,2025-07,2025
c703b022-f289-4929-b46e-ab161008e78a,4e1410fc-7ec5-4f26-bb7e-a21b4c0fe962,AB,46-55,premium,Spotify,entertainment,193.9,CAD,completed,2025-12-06,2025-12,2025
29e05b81-23a7-4c7f-bd40-332cdda9caad,3c713fce-07a1-4487-9c06-36a4a81ae4c1,BC,36-45,premium,Interac e-Transfer,transfers,4855.76,CAD,completed,2025-05-05,2025-05,2025
09153b78-ff4d-408a-8ab8-ffae45471415,916abbdb-86b9-41e3-b004-a22a3754ceb7,SK,36-45,chequing,PayPal,transfers,1033.98,CAD,pending,2025-04-21,2025-04,2025
e4d5231d-c79e-4d87-ab97-363918c63d57,2e2bf9d2-40cf-4ffe-97cd-3561059d444c,MB,55+,chequing,Shoppers Drug Mart,healthcare,391.7,CAD,completed,2025-03-16,2025-03,2025
569293bc-ab1d-48a8-9bb5-73ba401d74e1,d59853bb-2a4e-4f81-abdb-9ff6785f8b3f,ON,18-25,savings,Microsoft 365,subscriptions,16.28,CAD,completed,2025-12-05,2025-12,2025
3149484c-c20b-4678-bcf7-a8ccb1b28354,e3ca3452-77cf-428d-96a4-d80fd5a67609,ON,55+,premium,Uber,transport,3.65,CAD,pending,2025-06-15,2025-06,2025
2d866d4d-e934-498d-89d2-3ddf04a501d5,9878913c-6c8b-4d84-a2e8-76a80c3c1b3b,MB,46-55,chequing,Uber,transport,23.07,CAD,failed,2025-08-04,2025-08,2025
a78139d7-9120-4b4a-9fd4-b105b0b3ac83,bc26c607-c88e-4dd1-a58e-9d5758e5cf4d,AB,36-45,premium,Save-On-Foods,groceries,226.24,CAD,completed,2025-07-05,2025-07,2025
26ea2e55-8a6c-4605-9a2b-6b42a21c9e47,ef9a1ab7-7c93-469d-aac9-02f093a6954c,SK,18-25,chequing,PayPal,transfers,554.18,CAD,pending,2025-01-23,2025-01,2025
494f82b1-e0cf-47d4-8a72-52bb2f496155,2e70fefd-950b-4ffc-9c3a-24b074ecdd74,MB,55+,premium,Adobe,subscriptions,18.57,CAD,completed,2025-09-03,2025-09,2025
17ebee83-1879-48be-91b3-696f268cda6f,894abcc4-a970-4754-8a27-d8b205b3b951,SK,55+,premium,H&M,shopping,553.59,CAD,failed,2025-08-16,2025-08,2025
74d72dd9-914a-41f4-9eac-512c3a335be7,ecbdc35c-a415-479c-a492-3c4cd47be519,MB,36-45,premium,Costco,groceries,103.41,CAD,completed,2025-03-06,2025-03,2025
cb06ec8d-9b32-4b1f-ba26-1a95f1730529,4e1410fc-7ec5-4f26-bb7e-a21b4c0fe962,AB,46-55,premium,Wise,transfers,3169.05,CAD,completed,2025-11-02,2025-11,2025
d42a6501-53a9-4b2e-b468-0f5973e289e7,2148a68e-a0ab-48f6-aa85-03e4ec76cbc0,ON,36-45,chequing,City of Victoria,utilities,129.82,CAD,completed,2025-02-20,2025-02,2025
6ff8267b-6040-4e82-b218-0036434c1427,6694c808-beb3-44a2-b455-768d382f3db6,QC,36-45,premium,Loblaws,groceries,257.31,CAD,failed,2025-04-21,2025-04,2025
a19efc6a-85bd-49cb-a971-69b05e7dd10b,114a9225-ad4e-44dd-af7b-08963d53c233,MB,18-25,chequing,Expedia,travel,1781.78,CAD,completed,2025-08-21,2025-08,2025
